91.2,11.9
93.1,10.4
91.9,5.4
90.4,8.1
89.6,12.9
89.3,13.6
87.4,20.2
87.1,9.3
86.6,13.1
86.2,8.3
86.1,12.4
85.7,7.6
85.5,13.9
84.2,13.3
